session;Raw_Cluster;Macro_Cluster;k_aircraft;k_operator;k_mission
3170321;39;Cluster 2 (Majeur B);52255;298;1
3170374;37;Cluster 1 (Majeur A);41623;161;1
3170410;37;Cluster 1 (Majeur A);46450;3;1
3170411;37;Cluster 1 (Majeur A);52519;3;1
3170412;37;Cluster 1 (Majeur A);48090;3;1
3170413;37;Cluster 1 (Majeur A);50670;3;1
3170415;37;Cluster 1 (Majeur A);46855;10;1
3170417;37;Cluster 1 (Majeur A);46874;10;1
3170418;37;Cluster 1 (Majeur A);48117;10;1
3170419;37;Cluster 1 (Majeur A);46874;10;1
3170420;37;Cluster 1 (Majeur A);48117;10;1
3170421;37;Cluster 1 (Majeur A);48112;10;1
3170436;39;Cluster 2 (Majeur B);39023;298;1
3170459;39;Cluster 2 (Majeur B);41559;81;1
3170460;37;Cluster 1 (Majeur A);41622;81;1
3170463;37;Cluster 1 (Majeur A);41622;81;1
3170466;39;Cluster 2 (Majeur B);45401;81;1
3170467;20;Cluster 5 (Outliers);45401;81;1
3170757;37;Cluster 1 (Majeur A);41623;161;1
3170758;37;Cluster 1 (Majeur A);41623;161;1
3170841;37;Cluster 1 (Majeur A);46450;3;1
3170842;37;Cluster 1 (Majeur A);50670;3;1
3170843;37;Cluster 1 (Majeur A);52519;3;1
3170844;37;Cluster 1 (Majeur A);46450;3;1
3170845;37;Cluster 1 (Majeur A);50670;3;1
3170846;37;Cluster 1 (Majeur A);52519;3;1
3170888;37;Cluster 1 (Majeur A);46890;81;1
3170889;39;Cluster 2 (Majeur B);41622;81;1
3170891;37;Cluster 1 (Majeur A);41560;81;1
3170895;37;Cluster 1 (Majeur A);46851;81;1
3170901;37;Cluster 1 (Majeur A);52522;83;1
3170906;37;Cluster 1 (Majeur A);52524;83;1
3170910;43;Cluster 5 (Outliers);54811;83;1
3171368;39;Cluster 2 (Majeur B);48382;81;1
3171371;39;Cluster 2 (Majeur B);48382;81;1
3171379;17;Cluster 5 (Outliers);48382;81;1
3171388;37;Cluster 1 (Majeur A);41621;83;1
3171389;37;Cluster 1 (Majeur A);41620;83;1
3171393;31;Cluster 3 (Mineur A);50440;83;1
3171394;39;Cluster 2 (Majeur B);41620;83;1
3171395;37;Cluster 1 (Majeur A);52522;83;1
3171396;37;Cluster 1 (Majeur A);54811;83;1
3171397;31;Cluster 3 (Mineur A);50440;83;1
3171556;39;Cluster 2 (Majeur B);46515;81;1
3171557;39;Cluster 2 (Majeur B);46515;81;1
3171558;39;Cluster 2 (Majeur B);50440;83;1
3171562;37;Cluster 1 (Majeur A);52524;83;1
3171644;37;Cluster 1 (Majeur A);46859;335;1
3171645;39;Cluster 2 (Majeur B);52255;298;1
3171646;39;Cluster 2 (Majeur B);39023;298;1
3171715;37;Cluster 1 (Majeur A);54806;394;1
3171734;39;Cluster 2 (Majeur B);54808;394;1
3171893;39;Cluster 2 (Majeur B);52255;298;1
3171901;37;Cluster 1 (Majeur A);46851;81;1
3171905;37;Cluster 1 (Majeur A);41622;81;1
3171906;37;Cluster 1 (Majeur A);41560;81;1
3171992;37;Cluster 1 (Majeur A);41623;161;1
3171993;39;Cluster 2 (Majeur B);41623;161;1
3172046;37;Cluster 1 (Majeur A);46829;3;1
3172047;37;Cluster 1 (Majeur A);52519;3;1
3172048;37;Cluster 1 (Majeur A);46841;3;1
3172055;37;Cluster 1 (Majeur A);46433;10;1
3172057;37;Cluster 1 (Majeur A);46874;10;1
3172104;37;Cluster 1 (Majeur A);46890;81;1
3172106;37;Cluster 1 (Majeur A);46890;81;1
3172107;37;Cluster 1 (Majeur A);41559;81;1
3172112;22;Cluster 5 (Outliers);48382;81;1
3172114;22;Cluster 5 (Outliers);48382;81;1
3172120;37;Cluster 1 (Majeur A);52522;83;1
3172121;42;Cluster 5 (Outliers);41620;83;1
3172122;37;Cluster 1 (Majeur A);52524;83;1
3172124;37;Cluster 1 (Majeur A);41621;83;1
3172376;37;Cluster 1 (Majeur A);41623;161;1
3172378;37;Cluster 1 (Majeur A);41623;161;1
3172379;39;Cluster 2 (Majeur B);41623;161;1
3172555;37;Cluster 1 (Majeur A);46450;3;1
3172556;37;Cluster 1 (Majeur A);46829;3;1
3172557;37;Cluster 1 (Majeur A);50826;3;1
3172558;37;Cluster 1 (Majeur A);46450;3;1
3172559;39;Cluster 2 (Majeur B);50826;3;1
3172565;37;Cluster 1 (Majeur A);48117;10;1
3172779;37;Cluster 1 (Majeur A);41622;81;1
3172796;37;Cluster 1 (Majeur A);52522;83;1
3172797;37;Cluster 1 (Majeur A);41621;83;1
3172798;37;Cluster 1 (Majeur A);52524;83;1
3172805;37;Cluster 1 (Majeur A);54811;83;1
3173223;37;Cluster 1 (Majeur A);48117;10;1
3173247;39;Cluster 2 (Majeur B);45401;81;1
3173248;37;Cluster 1 (Majeur A);46515;81;1
3173249;39;Cluster 2 (Majeur B);48382;81;1
3173253;37;Cluster 1 (Majeur A);52522;83;1
3173254;37;Cluster 1 (Majeur A);52524;83;1
3173255;37;Cluster 1 (Majeur A);54811;83;1
3173330;34;Cluster 5 (Outliers);46863;20;-2
3173331;39;Cluster 2 (Majeur B);52255;298;1
3173366;36;Cluster 5 (Outliers);54806;394;1
3173367;37;Cluster 1 (Majeur A);54806;394;1
3173376;39;Cluster 2 (Majeur B);46863;20;-2
3173377;39;Cluster 2 (Majeur B);48109;20;-2
3173378;39;Cluster 2 (Majeur B);46852;20;-2
3173379;39;Cluster 2 (Majeur B);46896;20;-2
3173468;39;Cluster 2 (Majeur B);50825;335;1
3173600;37;Cluster 1 (Majeur A);46523;12;3
3173647;39;Cluster 2 (Majeur B);46829;3;1
3173649;37;Cluster 1 (Majeur A);46829;3;1
3173650;37;Cluster 1 (Majeur A);46841;3;1
3173651;37;Cluster 1 (Majeur A);52519;3;1
3173652;37;Cluster 1 (Majeur A);48090;3;1
3173653;37;Cluster 1 (Majeur A);46841;3;1
3173659;37;Cluster 1 (Majeur A);46874;10;1
3173660;39;Cluster 2 (Majeur B);46855;10;1
3173661;37;Cluster 1 (Majeur A);46874;10;1
3173697;39;Cluster 2 (Majeur B);46863;20;-2
3173704;37;Cluster 1 (Majeur A);46890;81;1
3173705;37;Cluster 1 (Majeur A);46851;81;1
3173706;37;Cluster 1 (Majeur A);41622;81;1
3173707;39;Cluster 2 (Majeur B);46890;81;1
3173708;37;Cluster 1 (Majeur A);41622;81;1
3173709;37;Cluster 1 (Majeur A);46851;81;1
3173710;37;Cluster 1 (Majeur A);41559;81;1
3173711;37;Cluster 1 (Majeur A);41622;81;1
3173819;37;Cluster 1 (Majeur A);54806;394;1
3173820;37;Cluster 1 (Majeur A);54806;394;1
3173878;39;Cluster 2 (Majeur B);41623;161;1
3173880;37;Cluster 1 (Majeur A);41623;161;1
3173883;37;Cluster 1 (Majeur A);41623;161;1
3173953;37;Cluster 1 (Majeur A);46829;3;1
3173955;37;Cluster 1 (Majeur A);46841;3;1
3173956;37;Cluster 1 (Majeur A);46450;3;1
3173957;37;Cluster 1 (Majeur A);48090;3;1
3173962;37;Cluster 1 (Majeur A);46855;10;1
3174000;37;Cluster 1 (Majeur A);41624;81;1
3174003;37;Cluster 1 (Majeur A);48382;81;1
3174006;37;Cluster 1 (Majeur A);46890;81;1
3174009;22;Cluster 5 (Outliers);48382;81;1
3174019;46;Cluster 5 (Outliers);41621;83;1
3174022;37;Cluster 1 (Majeur A);54811;83;1
3174023;37;Cluster 1 (Majeur A);41620;83;1
3174025;37;Cluster 1 (Majeur A);52524;83;1
3174417;37;Cluster 1 (Majeur A);48117;10;1
3174533;39;Cluster 2 (Majeur B);52524;83;1
3174535;31;Cluster 3 (Mineur A);50440;83;1
3174537;6;Cluster 5 (Outliers);50440;83;1
3174538;43;Cluster 5 (Outliers);52524;83;1
3174539;37;Cluster 1 (Majeur A);41621;83;1
3174542;37;Cluster 1 (Majeur A);54811;83;1
3174544;37;Cluster 1 (Majeur A);41620;83;1
3174668;39;Cluster 2 (Majeur B);50825;335;1
3174676;31;Cluster 3 (Mineur A);50440;83;1
3174768;39;Cluster 2 (Majeur B);48380;20;-2
3174770;39;Cluster 2 (Majeur B);52255;298;1
3174812;39;Cluster 2 (Majeur B);46863;20;-2
3174839;37;Cluster 1 (Majeur A);54806;394;1
3174845;37;Cluster 1 (Majeur A);50825;335;1
3174851;39;Cluster 2 (Majeur B);46852;20;-2
3174852;39;Cluster 2 (Majeur B);46863;20;-2
3174854;39;Cluster 2 (Majeur B);52255;298;1
3174855;39;Cluster 2 (Majeur B);52255;298;1
3174894;39;Cluster 2 (Majeur B);50825;335;1
3175134;37;Cluster 1 (Majeur A);50826;3;1
3175135;37;Cluster 1 (Majeur A);52519;3;1
3175137;37;Cluster 1 (Majeur A);48090;3;1
3175141;37;Cluster 1 (Majeur A);48117;10;1
3175142;37;Cluster 1 (Majeur A);46433;10;1
3175143;37;Cluster 1 (Majeur A);46855;10;1
3175245;39;Cluster 2 (Majeur B);46896;20;-2
3175253;41;Cluster 4 (Mineur B);46896;20;-2
3175255;39;Cluster 2 (Majeur B);46896;20;-2
3175265;39;Cluster 2 (Majeur B);41559;81;1
3175270;39;Cluster 2 (Majeur B);41622;81;1
3175271;39;Cluster 2 (Majeur B);46851;81;1
3175274;37;Cluster 1 (Majeur A);46890;81;1
3175275;37;Cluster 1 (Majeur A);41624;81;1
3175278;37;Cluster 1 (Majeur A);41624;81;1
3175281;37;Cluster 1 (Majeur A);52522;83;1
3175282;37;Cluster 1 (Majeur A);52522;83;1
3175398;37;Cluster 1 (Majeur A);54806;394;1
3175547;37;Cluster 1 (Majeur A);52519;3;1
3175548;37;Cluster 1 (Majeur A);50670;3;1
3175561;37;Cluster 1 (Majeur A);48117;10;1
3175562;39;Cluster 2 (Majeur B);46874;10;1
3175727;39;Cluster 2 (Majeur B);48380;20;-2
3175802;37;Cluster 1 (Majeur A);41622;81;1
3175813;37;Cluster 1 (Majeur A);41620;83;1
3175817;37;Cluster 1 (Majeur A);41621;83;1
3175818;37;Cluster 1 (Majeur A);52524;83;1
3175819;37;Cluster 1 (Majeur A);54811;83;1
3175824;31;Cluster 3 (Mineur A);50440;83;1
3175826;37;Cluster 1 (Majeur A);41620;83;1
3175828;31;Cluster 3 (Mineur A);50440;83;1
3175829;37;Cluster 1 (Majeur A);41621;83;1
3175830;37;Cluster 1 (Majeur A);52524;83;1
3175832;37;Cluster 1 (Majeur A);41620;83;1
3176021;37;Cluster 1 (Majeur A);48117;10;1
3176117;22;Cluster 5 (Outliers);46515;81;1
3176121;39;Cluster 2 (Majeur B);50440;83;1
3176124;37;Cluster 1 (Majeur A);52522;83;1
3176125;37;Cluster 1 (Majeur A);41621;83;1
3176131;37;Cluster 1 (Majeur A);54811;83;1
3176264;39;Cluster 2 (Majeur B);46863;20;-2
3176265;39;Cluster 2 (Majeur B);46863;20;-2
3176269;39;Cluster 2 (Majeur B);52255;298;1
3176351;39;Cluster 2 (Majeur B);46852;20;-2
3176542;39;Cluster 2 (Majeur B);48380;20;-2
3176544;39;Cluster 2 (Majeur B);46863;20;-2
3176545;39;Cluster 2 (Majeur B);46863;20;-2
3176553;37;Cluster 1 (Majeur A);46890;81;1
3176683;37;Cluster 1 (Majeur A);46433;10;1
3176720;39;Cluster 2 (Majeur B);46863;20;-2
3176724;39;Cluster 2 (Majeur B);46890;81;1
3176728;37;Cluster 1 (Majeur A);41620;83;1
3176729;37;Cluster 1 (Majeur A);41621;83;1
3176730;37;Cluster 1 (Majeur A);52524;83;1
3176731;37;Cluster 1 (Majeur A);41620;83;1
3176879;39;Cluster 2 (Majeur B);46896;20;-2
3176880;39;Cluster 2 (Majeur B);46896;20;-2
3176886;37;Cluster 1 (Majeur A);52524;83;1
3176887;7;Cluster 5 (Outliers);50440;83;1
3176889;37;Cluster 1 (Majeur A);54811;83;1
3176890;37;Cluster 1 (Majeur A);52523;83;1
3176891;37;Cluster 1 (Majeur A);41621;83;1
3176892;37;Cluster 1 (Majeur A);41620;83;1
3177000;17;Cluster 5 (Outliers);48382;81;1
3177002;39;Cluster 2 (Majeur B);41559;81;1
3177003;39;Cluster 2 (Majeur B);48382;81;1
3177008;37;Cluster 1 (Majeur A);41620;83;1
3177009;31;Cluster 3 (Mineur A);50440;83;1
3177072;37;Cluster 1 (Majeur A);52524;83;1
3177073;37;Cluster 1 (Majeur A);54811;83;1
3177075;31;Cluster 3 (Mineur A);50440;83;1
3177111;39;Cluster 2 (Majeur B);50440;83;1
3177184;39;Cluster 2 (Majeur B);46863;20;-2
3177263;39;Cluster 2 (Majeur B);46852;20;-2
3177294;39;Cluster 2 (Majeur B);48380;20;-2
3177326;39;Cluster 2 (Majeur B);46896;20;-2
3177329;39;Cluster 2 (Majeur B);54809;394;1
3177366;37;Cluster 1 (Majeur A);46874;10;1
3177385;37;Cluster 1 (Majeur A);46852;20;-2
3177410;39;Cluster 2 (Majeur B);46890;81;1
3177434;39;Cluster 2 (Majeur B);46863;20;-2
3177456;37;Cluster 1 (Majeur A);48090;3;1
3177466;39;Cluster 2 (Majeur B);46896;20;-2
3177476;37;Cluster 1 (Majeur A);41621;83;1
3177539;37;Cluster 1 (Majeur A);52522;83;1
3177545;37;Cluster 1 (Majeur A);41620;83;1
3177547;37;Cluster 1 (Majeur A);41620;83;1
3177548;33;Cluster 5 (Outliers);41620;83;1
3177563;37;Cluster 1 (Majeur A);46890;81;1
3177573;39;Cluster 2 (Majeur B);46863;20;-2
3177612;37;Cluster 1 (Majeur A);41621;83;1
3177667;39;Cluster 2 (Majeur B);50440;83;1
3177696;37;Cluster 1 (Majeur A);52524;83;1
3177791;37;Cluster 1 (Majeur A);41621;83;1
3177921;39;Cluster 2 (Majeur B);54811;83;1
3177926;39;Cluster 2 (Majeur B);50440;83;1
3177927;39;Cluster 2 (Majeur B);50440;83;1
3178095;37;Cluster 1 (Majeur A);50825;335;1
3178096;39;Cluster 2 (Majeur B);52254;298;1
3178146;37;Cluster 1 (Majeur A);46829;3;1
3178156;37;Cluster 1 (Majeur A);54806;394;1
3178157;37;Cluster 1 (Majeur A);54806;394;1
3178218;37;Cluster 1 (Majeur A);50825;335;1
3178422;39;Cluster 2 (Majeur B);45344;20;-2
3178546;37;Cluster 1 (Majeur A);48090;3;1
3178640;37;Cluster 1 (Majeur A);46855;10;1
3178641;39;Cluster 2 (Majeur B);41624;81;1
3178672;39;Cluster 2 (Majeur B);41623;161;1
3178677;37;Cluster 1 (Majeur A);46890;81;1
3178714;37;Cluster 1 (Majeur A);50826;3;1
3178715;37;Cluster 1 (Majeur A);46841;3;1
3178717;37;Cluster 1 (Majeur A);46841;3;1
3178734;37;Cluster 1 (Majeur A);41623;161;1
3178749;39;Cluster 2 (Majeur B);46896;20;-2
3178751;39;Cluster 2 (Majeur B);54674;339;3
3178761;41;Cluster 4 (Mineur B);54674;339;3
3178785;37;Cluster 1 (Majeur A);52519;3;1
3178816;37;Cluster 1 (Majeur A);46433;10;1
3178835;39;Cluster 2 (Majeur B);54806;394;1
3178837;37;Cluster 1 (Majeur A);41624;81;1
3178841;37;Cluster 1 (Majeur A);52522;83;1
3178862;37;Cluster 1 (Majeur A);54806;394;1
3178889;37;Cluster 1 (Majeur A);41620;83;1
3178891;37;Cluster 1 (Majeur A);52522;83;1
3178913;37;Cluster 1 (Majeur A);46890;81;1
3178915;39;Cluster 2 (Majeur B);46890;81;1
3178953;37;Cluster 1 (Majeur A);41559;81;1
3178957;37;Cluster 1 (Majeur A);52523;83;1
3178979;39;Cluster 2 (Majeur B);50440;83;1
3178985;37;Cluster 1 (Majeur A);48117;10;1
3179042;37;Cluster 1 (Majeur A);46841;3;1
3179043;37;Cluster 1 (Majeur A);52524;83;1
3179111;39;Cluster 2 (Majeur B);46863;20;-2
3179114;37;Cluster 1 (Majeur A);41621;83;1
3179128;37;Cluster 1 (Majeur A);41623;161;1
3179131;37;Cluster 1 (Majeur A);41621;83;1
3179139;37;Cluster 1 (Majeur A);48090;3;1
3179141;37;Cluster 1 (Majeur A);48090;3;1
3179261;37;Cluster 1 (Majeur A);41624;81;1
3179430;39;Cluster 2 (Majeur B);48382;81;1
3179459;39;Cluster 2 (Majeur B);46515;81;1
3179532;37;Cluster 1 (Majeur A);52524;83;1
3179540;7;Cluster 5 (Outliers);50440;83;1
3179568;37;Cluster 1 (Majeur A);41620;83;1
3179658;39;Cluster 2 (Majeur B);50440;83;1
3179720;39;Cluster 2 (Majeur B);46863;20;-2
3179721;39;Cluster 2 (Majeur B);45344;20;-2
3179724;39;Cluster 2 (Majeur B);52254;298;1
3179725;37;Cluster 1 (Majeur A);54806;394;1
3179772;39;Cluster 2 (Majeur B);46896;20;-2
3179792;39;Cluster 2 (Majeur B);52254;298;1
3179803;37;Cluster 1 (Majeur A);46859;335;1
3179839;37;Cluster 1 (Majeur A);41559;81;1
3179842;37;Cluster 1 (Majeur A);41559;81;1
3179844;39;Cluster 2 (Majeur B);48380;20;-2
3179853;37;Cluster 1 (Majeur A);46890;81;1
3179854;37;Cluster 1 (Majeur A);46890;81;1
3179858;37;Cluster 1 (Majeur A);46841;3;1
3179875;37;Cluster 1 (Majeur A);46855;10;1
3179903;37;Cluster 1 (Majeur A);41624;81;1
3179913;37;Cluster 1 (Majeur A);50670;3;1
3179918;37;Cluster 1 (Majeur A);50826;3;1
3179919;37;Cluster 1 (Majeur A);50670;3;1
3179920;37;Cluster 1 (Majeur A);48117;10;1
3179922;39;Cluster 2 (Majeur B);46896;20;-2
3179950;37;Cluster 1 (Majeur A);46874;10;1
3179975;37;Cluster 1 (Majeur A);52519;3;1
3179979;37;Cluster 1 (Majeur A);52519;3;1
3179980;37;Cluster 1 (Majeur A);46433;10;1
3180009;20;Cluster 5 (Outliers);46515;81;1
3180026;37;Cluster 1 (Majeur A);41623;161;1
3180051;37;Cluster 1 (Majeur A);41559;81;1
3180084;37;Cluster 1 (Majeur A);46841;3;1
3180097;39;Cluster 2 (Majeur B);48382;81;1
3180099;37;Cluster 1 (Majeur A);52522;83;1
3180100;37;Cluster 1 (Majeur A);41621;83;1
3180102;39;Cluster 2 (Majeur B);46896;20;-2
3180175;37;Cluster 1 (Majeur A);41624;81;1
3180176;37;Cluster 1 (Majeur A);52524;83;1
3180207;37;Cluster 1 (Majeur A);54811;83;1
3180239;39;Cluster 2 (Majeur B);46433;10;1
3180246;39;Cluster 2 (Majeur B);46852;20;-2
3180253;37;Cluster 1 (Majeur A);41621;83;1
3180256;37;Cluster 1 (Majeur A);41621;83;1
3180287;37;Cluster 1 (Majeur A);48112;10;1
3180289;31;Cluster 3 (Mineur A);50440;83;1
3180314;37;Cluster 1 (Majeur A);52524;83;1
3180320;37;Cluster 1 (Majeur A);54811;83;1
3180327;37;Cluster 1 (Majeur A);52522;83;1
3180330;37;Cluster 1 (Majeur A);46829;3;1
3180332;39;Cluster 2 (Majeur B);46829;3;1
3180334;37;Cluster 1 (Majeur A);41620;83;1
3180339;37;Cluster 1 (Majeur A);52519;3;1
3180340;31;Cluster 3 (Mineur A);50440;83;1
3180341;37;Cluster 1 (Majeur A);52523;83;1
3180345;37;Cluster 1 (Majeur A);52524;83;1
3180346;37;Cluster 1 (Majeur A);45401;81;1
3180348;39;Cluster 2 (Majeur B);41622;81;1
3180349;39;Cluster 2 (Majeur B);41622;81;1
3180366;2;Cluster 5 (Outliers);52520;112;1
3180367;2;Cluster 5 (Outliers);52520;112;1
3180369;10;Cluster 5 (Outliers);52520;112;1
3180370;2;Cluster 5 (Outliers);52520;112;1
3180371;38;Cluster 5 (Outliers);52520;112;1
3180372;36;Cluster 5 (Outliers);52520;112;1
3180377;24;Cluster 5 (Outliers);49458;112;1
3180378;2;Cluster 5 (Outliers);49458;112;1
3180379;2;Cluster 5 (Outliers);49458;112;1
3180381;2;Cluster 5 (Outliers);49458;112;1
3180382;3;Cluster 5 (Outliers);49458;112;1
3180383;39;Cluster 2 (Majeur B);49458;112;1
3180441;39;Cluster 2 (Majeur B);46863;20;-2
3180442;39;Cluster 2 (Majeur B);39023;298;1
3180447;37;Cluster 1 (Majeur A);50825;335;1
3180469;39;Cluster 2 (Majeur B);49415;335;1
3180471;39;Cluster 2 (Majeur B);49415;335;1
3180473;39;Cluster 2 (Majeur B);39023;298;1
3180474;39;Cluster 2 (Majeur B);39023;298;1
3180475;37;Cluster 1 (Majeur A);46859;335;1
3180486;39;Cluster 2 (Majeur B);45401;81;1
3180492;39;Cluster 2 (Majeur B);46863;20;-2
3180502;39;Cluster 2 (Majeur B);50826;3;1
3180510;37;Cluster 1 (Majeur A);50826;3;1
3180585;37;Cluster 1 (Majeur A);48090;3;1
3180589;37;Cluster 1 (Majeur A);41559;81;1
3180590;37;Cluster 1 (Majeur A);46874;10;1
3180613;39;Cluster 2 (Majeur B);41624;81;1
3180656;37;Cluster 1 (Majeur A);41623;161;1
3180657;39;Cluster 2 (Majeur B);46855;10;1
3180679;37;Cluster 1 (Majeur A);46841;3;1
3180683;39;Cluster 2 (Majeur B);46433;10;1
3180684;37;Cluster 1 (Majeur A);46841;3;1
3180685;39;Cluster 2 (Majeur B);46890;81;1
3180736;37;Cluster 1 (Majeur A);50826;3;1
3180740;37;Cluster 1 (Majeur A);48117;10;1
3180744;39;Cluster 2 (Majeur B);46863;20;-2
3180755;37;Cluster 1 (Majeur A);46890;81;1
3180919;37;Cluster 1 (Majeur A);50670;3;1
3180985;39;Cluster 2 (Majeur B);41623;161;1
3180986;47;Cluster 5 (Outliers);56592;23;-2
3181061;39;Cluster 2 (Majeur B);48090;3;1
3181106;37;Cluster 1 (Majeur A);52522;83;1
3181107;37;Cluster 1 (Majeur A);41620;83;1
3181108;37;Cluster 1 (Majeur A);41621;83;1
3181109;37;Cluster 1 (Majeur A);52522;83;1
3181155;33;Cluster 5 (Outliers);46515;81;1
3181158;37;Cluster 1 (Majeur A);52524;83;1
3181263;37;Cluster 1 (Majeur A);48117;10;1
3181279;39;Cluster 2 (Majeur B);41624;81;1
3181282;39;Cluster 2 (Majeur B);41624;81;1
3181283;37;Cluster 1 (Majeur A);54811;83;1
3181556;39;Cluster 2 (Majeur B);46841;3;1
3181557;39;Cluster 2 (Majeur B);52519;3;1
3181582;39;Cluster 2 (Majeur B);46863;20;-2
3181602;31;Cluster 3 (Mineur A);50440;83;1
3181611;39;Cluster 2 (Majeur B);50440;83;1
3182558;23;Cluster 5 (Outliers);48382;81;1
3182561;37;Cluster 1 (Majeur A);48382;81;1
3182562;37;Cluster 1 (Majeur A);48382;81;1
3182596;37;Cluster 1 (Majeur A);52524;83;1
3182894;39;Cluster 2 (Majeur B);48090;3;1
3182991;39;Cluster 2 (Majeur B);46890;81;1
3182998;37;Cluster 1 (Majeur A);52523;83;1
3183012;24;Cluster 5 (Outliers);52520;112;1
3183101;37;Cluster 1 (Majeur A);52524;83;1
3183193;39;Cluster 2 (Majeur B);50826;3;1
3183300;37;Cluster 1 (Majeur A);50826;3;1
3183301;37;Cluster 1 (Majeur A);48090;3;1
3183303;39;Cluster 2 (Majeur B);50440;83;1
3183304;39;Cluster 2 (Majeur B);49458;112;1
3183454;39;Cluster 2 (Majeur B);39023;298;1
3183574;37;Cluster 1 (Majeur A);54806;394;1
3183618;39;Cluster 2 (Majeur B);46896;20;-2
3183679;39;Cluster 2 (Majeur B);50825;335;1
3183680;37;Cluster 1 (Majeur A);50825;335;1
3183683;39;Cluster 2 (Majeur B);39023;298;1
3183924;39;Cluster 2 (Majeur B);46863;20;-2
3183986;37;Cluster 1 (Majeur A);52519;3;1
3183995;39;Cluster 2 (Majeur B);48380;20;-2
3183998;39;Cluster 2 (Majeur B);46890;81;1
3184033;37;Cluster 1 (Majeur A);41623;161;1
3184045;39;Cluster 2 (Majeur B);46851;81;1
3184054;26;Cluster 5 (Outliers);54806;394;1
3184068;37;Cluster 1 (Majeur A);46433;10;1
3184073;39;Cluster 2 (Majeur B);41624;81;1
3184090;39;Cluster 2 (Majeur B);46855;10;1
3184110;39;Cluster 2 (Majeur B);46874;10;1
3184113;39;Cluster 2 (Majeur B);46874;10;1
3184119;37;Cluster 1 (Majeur A);52519;3;1
3184173;37;Cluster 1 (Majeur A);50670;3;1
3184181;37;Cluster 1 (Majeur A);50670;3;1
3184278;37;Cluster 1 (Majeur A);54806;394;1
3184307;37;Cluster 1 (Majeur A);48091;83;1
3184314;37;Cluster 1 (Majeur A);41620;83;1
3184358;37;Cluster 1 (Majeur A);48117;10;1
3184359;37;Cluster 1 (Majeur A);48090;3;1
3184360;37;Cluster 1 (Majeur A);52522;83;1
3184572;39;Cluster 2 (Majeur B);41624;81;1
3184574;39;Cluster 2 (Majeur B);41624;81;1
3184595;37;Cluster 1 (Majeur A);46896;20;-2
3184609;37;Cluster 1 (Majeur A);50440;83;1
3184612;37;Cluster 1 (Majeur A);52524;83;1
3184613;37;Cluster 1 (Majeur A);41621;83;1
